,userId,mood,recommendations,feedbacks,number of recs
512,512,Sadness,"['Tarzan (1999)', 'Laputa: Castle in the Sky (Tenkû no shiro Rapyuta) (1986)']","['Like', 'Perfect']",2
513,513,Anger,"['Robin Hood: Prince of Thieves (1991)', 'Dead Calm (1989)', 'Lady in the Water (2006)', 'Honey, I Shrunk the Kids (1989)', 'Exorcist, The (1973)']","['Like', 'Like', 'Dislike', 'Dislike', 'Perfect']",5
514,514,Fear,"['Midnight in the Garden of Good and Evil (1997)', 'My Dog Skip (1999)', 'Madagascar: Escape 2 Africa (2008)', 'Where the Wild Things Are (2009)', 'New Guy, The (2002)', 'Fast Times at Ridgemont High (1982)', 'Snow White and the Seven Dwarfs (1937)', 'Night at the Roxbury, A (1998)', '300 (2007)', 'Animal House (1978)']","['Dislike', 'Like', 'Like', 'Dislike', 'Dislike', 'Like', 'Like', 'Dislike', 'Like', 'Perfect']",10
515,515,Sadness,"['Little Nicky (2000)', 'Sirens (1994)', 'Elite Squad (Tropa de Elite) (2007)']","['Like', 'Like', 'Perfect']",3
516,516,Disgust,['The Revenant (2015)'],['Perfect'],1
517,517,Disgust,"['Bruce Almighty (2003)', 'Shaun of the Dead (2004)']","['Like', 'Perfect']",2
518,518,Disgust,['Closer (2004)'],['Perfect'],1
519,519,Sadness,['Forgetting Sarah Marshall (2008)'],['Perfect'],1
520,520,Disgust,"['Corrina, Corrina (1994)', 'Before Sunrise (1995)']","['Dislike', 'Perfect']",2
521,521,Joy,"['Brave (2012)', 'Mexican, The (2001)', 'Green Street Hooligans (a.k.a. Hooligans) (2005)']","['Like', 'Like', 'Perfect']",3
522,522,Joy,['Invasion of the Body Snatchers (1956)'],['Perfect'],1
523,523,Fear,"['Old School (2003)', 'Dead Zone, The (1983)', 'Trainspotting (1996)']","['Like', 'Like', 'Perfect']",3
524,524,Sadness,"['To Die For (1995)', ""Charlie's Angels (2000)"", 'Hocus Pocus (1993)', 'Cocoon: The Return (1988)', 'Fly II, The (1989)', 'Star Wars: Episode I - The Phantom Menace (1999)', 'Body of Lies (2008)']","['Like', 'Dislike', 'Dislike', 'Dislike', 'Dislike', 'Dislike', 'Perfect']",7
525,525,Joy,"['Ruthless People (1986)', 'Braveheart (1995)']","['Dislike', 'Perfect']",2
526,526,Fear,['And Your Mother Too (Y tu mamá también) (2001)'],['Perfect'],1
527,527,Anger,"['Rogue One: A Star Wars Story (2016)', 'Laputa: Castle in the Sky (Tenkû no shiro Rapyuta) (1986)']","['Like', 'Perfect']",2
528,528,Disgust,"['Cabin in the Woods, The (2012)']",['Perfect'],1
529,529,Sadness,"['Superman II (1980)', 'Key Largo (1948)']","['Like', 'Perfect']",2
530,530,Joy,"['Reindeer Games (2000)', 'Sabrina (1954)', 'Mystery Science Theater 3000: The Movie (1996)', 'Red (2010)', 'Punch-Drunk Love (2002)']","['Dislike', 'Like', 'Like', 'Like', 'Perfect']",5
531,531,Anger,['Whiplash (2014)'],['Perfect'],1
532,532,Disgust,['Cat on a Hot Tin Roof (1958)'],['Perfect'],1
533,533,Joy,"['A Million Ways to Die in the West (2014)', 'Lord of the Rings: The Two Towers, The (2002)']","['Dislike', 'Perfect']",2
534,534,Sadness,"['Dumb and Dumberer: When Harry Met Lloyd (2003)', ""Kelly's Heroes (1970)""]","['Dislike', 'Perfect']",2
535,535,Joy,"['Wolf (1994)', 'Scary Movie 3 (2003)', 'Back to School (1986)', 'Ant-Man (2015)', 'World Is Not Enough, The (1999)', 'Medicine Man (1992)', ""Ender's Game (2013)"", 'Hotel Rwanda (2004)', 'Road Trip (2000)', 'Misery (1990)']","['Like', 'Dislike', 'Dislike', 'Like', 'Like', 'Like', 'Like', 'Like', 'Like', 'Perfect']",10
536,536,Joy,"['Teaching Mrs. Tingle (1999)', 'No Strings Attached (2011)', 'Music and Lyrics (2007)', 'Indiana Jones and the Temple of Doom (1984)']","['Dislike', 'Like', 'Like', 'Perfect']",4
537,537,Disgust,"['Paper, The (1994)', 'Town, The (2010)', 'Disturbia (2007)', 'Big Chill, The (1983)']","['Like', 'Like', 'Like', 'Perfect']",4
538,538,Disgust,"['Cider House Rules, The (1999)']",['Perfect'],1
539,539,Anger,['Equilibrium (2002)'],['Perfect'],1
540,540,Joy,"['U-571 (2000)', 'Wolf (1994)', 'So I Married an Axe Murderer (1993)', 'GoldenEye (1995)', 'How the Grinch Stole Christmas! (1966)', 'Sister Act (1992)', 'To Kill a Mockingbird (1962)']","['Like', 'Like', 'Like', 'Like', 'Like', 'Like', 'Perfect']",7
541,541,Fear,"['Unbearable Lightness of Being, The (1988)', 'Weather Man, The (2005)', '9 1/2 Weeks (Nine 1/2 Weeks) (1986)', 'Get Him to the Greek (2010)', 'Snakes on a Plane (2006)', 'Holes (2003)', 'Popeye (1980)', 'Hollow Man (2000)', 'The Martian (2015)']","['Dislike', 'Like', 'Dislike', 'Like', 'Like', 'Like', 'Dislike', 'Dislike', 'Perfect']",9
542,542,Disgust,"['Problem Child (1990)', 'Up Close and Personal (1996)', 'Ideal Husband, An (1999)', 'Birdcage, The (1996)', 'Star Trek V: The Final Frontier (1989)', 'Mask of Zorro, The (1998)', '400 Blows, The (Les quatre cents coups) (1959)', 'Blades of Glory (2007)', 'Red Eye (2005)', 'Bubba Ho-tep (2002)', 'Last Man Standing (1996)', 'Sleepy Hollow (1999)', 'Primal Fear (1996)', 'Phone Booth (2002)', 'Wild Things (1998)', 'Time Bandits (1981)']","['Dislike', 'Like', 'Like', 'Like', 'Dislike', 'Like', 'Like', 'Like', 'Like', 'Like', 'Dislike', 'Like', 'Like', 'Like', 'Dislike', 'Perfect']",16
543,543,Fear,"['Die Another Day (2002)', 'Village of the Damned (1995)', 'Napoleon Dynamite (2004)', 'Caddyshack (1980)']","['Like', 'Like', 'Like', 'Perfect']",4
544,544,Joy,"['Miami Vice (2006)', 'American in Paris, An (1951)', 'Blair Witch Project, The (1999)', 'Pirates of the Caribbean: The Curse of the Black Pearl (2003)']","['Dislike', 'Like', 'Like', 'Perfect']",4
545,545,Disgust,"['Silence of the Lambs, The (1991)']",['Perfect'],1
546,546,Anger,"['Toys (1992)', 'Aladdin and the King of Thieves (1996)', 'Deuce Bigalow: Male Gigolo (1999)', 'Battleship Potemkin (1925)', 'Supergirl (1984)', 'Longest Yard, The (2005)', 'Twilight Saga: New Moon, The (2009)', 'You Only Live Twice (1967)']","['Dislike', 'Like', 'Dislike', 'Like', 'Dislike', 'Like', 'Like', 'Perfect']",8
547,547,Sadness,"['Witness (1985)', 'Saving Silverman (Evil Woman) (2001)', 'Little Mermaid, The (1989)', 'Ran (1985)']","['Like', 'Like', 'Like', 'Perfect']",4
548,548,Fear,"[""America's Sweethearts (2001)"", 'Jurassic Park III (2001)', 'Christine (1983)', 'Mission, The (1986)', 'Emma (1996)', 'Conquest of the Planet of the Apes (1972)', 'Superman II (1980)', 'Tomorrow Never Dies (1997)', 'Wall Street (1987)']","['Dislike', 'Like', 'Like', 'Like', 'Like', 'Dislike', 'Like', 'Dislike', 'Perfect']",9
549,549,Anger,['Do the Right Thing (1989)'],['Perfect'],1
550,550,Anger,['Talk to Her (Hable con Ella) (2002)'],['Perfect'],1
551,551,Joy,"['Money Pit, The (1986)', 'Father of the Bride Part II (1995)', 'Harry and the Hendersons (1987)', 'Casino (1995)']","['Dislike', 'Dislike', 'Dislike', 'Perfect']",4
552,552,Sadness,"['Perfect World, A (1993)', 'Score, The (2001)', 'Midnight Cowboy (1969)']","['Dislike', 'Like', 'Perfect']",3
553,553,Anger,"['Cloudy with a Chance of Meatballs (2009)', 'Unbearable Lightness of Being, The (1988)', 'October Sky (1999)', 'Roxanne (1987)', 'Manchurian Candidate, The (2004)', 'High Plains Drifter (1973)']","['Like', 'Dislike', 'Like', 'Like', 'Like', 'Perfect']",6
554,554,Joy,"['Fast Times at Ridgemont High (1982)', 'Garden State (2004)']","['Like', 'Perfect']",2
555,555,Sadness,"[""Monty Python's Life of Brian (1979)""]",['Perfect'],1
556,556,Anger,"['Another Stakeout (1993)', 'Hellboy (2004)', 'King of Kong, The (2007)']","['Like', 'Like', 'Perfect']",3
557,557,Anger,"['Downfall (Untergang, Der) (2004)']",['Perfect'],1
558,558,Sadness,"['Darjeeling Limited, The (2007)', 'Queen of the Damned (2002)', 'Breakdown (1997)', 'Metropolis (2001)']","['Like', 'Dislike', 'Like', 'Perfect']",4
559,559,Sadness,"['Vampire in Brooklyn (1995)', 'Red Dragon (2002)', 'Pearl Harbor (2001)', ""Miller's Crossing (1990)""]","['Dislike', 'Like', 'Like', 'Perfect']",4
560,560,Sadness,"['Austin Powers: The Spy Who Shagged Me (1999)', 'Blues Brothers, The (1980)']","['Dislike', 'Perfect']",2
561,561,Disgust,['In Bruges (2008)'],['Perfect'],1
562,562,Fear,"['Supergirl (1984)', 'Kick-Ass (2010)', 'Long Kiss Goodnight, The (1996)', 'First Blood (Rambo: First Blood) (1982)', 'Teaching Mrs. Tingle (1999)', 'Splash (1984)', 'Drunken Master (Jui kuen) (1978)']","['Dislike', 'Like', 'Like', 'Like', 'Dislike', 'Like', 'Perfect']",7
563,563,Fear,"[""Boys Don't Cry (1999)"", 'Wallace & Gromit in The Curse of the Were-Rabbit (2005)', 'Rock, The (1996)', 'All Dogs Go to Heaven (1989)', 'Go (1999)']","['Like', 'Like', 'Like', 'Dislike', 'Perfect']",5
564,564,Anger,['Taxi Driver (1976)'],['Perfect'],1
565,565,Anger,['Bicycle Thieves (a.k.a. The Bicycle Thief) (a.k.a. The Bicycle Thieves) (Ladri di biciclette) (1948)'],['Perfect'],1
566,566,Joy,['Zombieland (2009)'],['Perfect'],1
567,567,Disgust,"['Event Horizon (1997)', 'X-Men Origins: Wolverine (2009)', '2012 (2009)', 'Snow White and the Seven Dwarfs (1937)', 'Secret Garden, The (1993)', 'My Favorite Year (1982)', ""William Shakespeare's A Midsummer Night's Dream (1999)"", 'Far and Away (1992)', 'John Carter (2012)', 'Almost Famous (2000)']","['Like', 'Like', 'Dislike', 'Like', 'Like', 'Like', 'Dislike', 'Like', 'Dislike', 'Perfect']",10
568,568,Joy,"['Crow: City of Angels, The (1996)', 'Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006)', ""Ocean's Eleven (a.k.a. Ocean's 11) (1960)"", 'Notorious (1946)']","['Like', 'Like', 'Like', 'Perfect']",4
569,569,Fear,"['Tombstone (1993)', 'Guardians of the Galaxy (2014)']","['Like', 'Perfect']",2
570,570,Joy,"['Killer, The (Die xue shuang xiong) (1989)']",['Perfect'],1
571,571,Disgust,"['Fall, The (2006)']",['Perfect'],1
572,572,Disgust,"['Last of the Mohicans, The (1992)']",['Perfect'],1
573,573,Disgust,['The Queen (2006)'],['Perfect'],1
574,574,Anger,['My Neighbor Totoro (Tonari no Totoro) (1988)'],['Perfect'],1
575,575,Joy,['Forrest Gump (1994)'],['Perfect'],1
576,576,Fear,"['Black Hawk Down (2001)', 'Fly, The (1958)', 'Nick of Time (1995)', 'Peter Pan (1953)', 'Three Kings (1999)', 'Hairspray (2007)', 'Billy Elliot (2000)', 'Saw (2004)']","['Like', 'Like', 'Dislike', 'Like', 'Like', 'Like', 'Like', 'Perfect']",8
577,577,Sadness,"['Notebook, The (2004)', 'Stepford Wives, The (1975)', ""Logan's Run (1976)"", 'Animatrix, The (2003)', 'Descent, The (2005)', 'What Lies Beneath (2000)', 'Drive (2011)']","['Like', 'Like', 'Like', 'Like', 'Like', 'Like', 'Perfect']",7
578,578,Sadness,['Barton Fink (1991)'],['Perfect'],1
579,579,Joy,['Little Miss Sunshine (2006)'],['Perfect'],1
580,580,Anger,"['Hancock (2008)', 'Anger Management (2003)', 'Expendables 2, The (2012)', 'Sweetest Thing, The (2002)', ""Sorcerer's Apprentice, The (2010)"", 'WarGames (1983)', 'Moneyball (2011)']","['Like', 'Like', 'Like', 'Like', 'Like', 'Like', 'Perfect']",7
581,581,Joy,"['Pitch Black (2000)', 'Grudge, The (2004)', 'Grand Budapest Hotel, The (2014)', 'Night of the Living Dead (1968)']","['Like', 'Dislike', 'Like', 'Perfect']",4
582,582,Anger,"['Poltergeist (1982)', 'Kids (1995)', 'Edward Scissorhands (1990)']","['Like', 'Like', 'Perfect']",3
583,583,Fear,"['E.T. the Extra-Terrestrial (1982)', 'Not Another Teen Movie (2001)', 'Ratatouille (2007)']","['Like', 'Like', 'Perfect']",3
584,584,Joy,"['Jumanji (1995)', 'Supergirl (1984)', 'House (1986)', 'Shrek 2 (2004)']","['Like', 'Dislike', 'Dislike', 'Perfect']",4
585,585,Fear,"['Charade (1963)', ""Cookie's Fortune (1999)""]","['Like', 'Perfect']",2
586,586,Fear,"['Mystery Men (1999)', 'Red Dawn (1984)', 'Terminator 2: Judgment Day (1991)', 'Rush Hour (1998)', 'Along Came a Spider (2001)', 'Ong-Bak: The Thai Warrior (Ong Bak) (2003)']","['Like', 'Like', 'Like', 'Like', 'Like', 'Perfect']",6
587,587,Anger,"['Blade (1998)', 'Chariots of Fire (1981)']","['Like', 'Perfect']",2
588,588,Disgust,"['House (1986)', 'Dawn of the Dead (1978)']","['Dislike', 'Perfect']",2
589,589,Sadness,['Argo (2012)'],['Perfect'],1
590,590,Sadness,"['Paul (2011)', ""Man Who Wasn't There, The (2001)""]","['Like', 'Perfect']",2
591,591,Fear,"['Opposite of Sex, The (1998)', 'Transporter, The (2002)', ""Charlie's Angels (2000)"", 'Unbearable Lightness of Being, The (1988)', 'Adventures of Tintin, The (2011)', '300 (2007)', 'Star Trek IV: The Voyage Home (1986)', 'Pursuit of Happyness, The (2006)']","['Like', 'Like', 'Dislike', 'Dislike', 'Like', 'Like', 'Like', 'Perfect']",8
592,592,Anger,"['39 Steps, The (1935)']",['Perfect'],1
593,593,Anger,"['Hoosiers (a.k.a. Best Shot) (1986)', 'Bourne Legacy, The (2012)', 'Assassins (1995)', 'Empire Records (1995)', '15 Minutes (2001)', 'High Noon (1952)']","['Like', 'Like', 'Like', 'Like', 'Like', 'Perfect']",6
594,594,Anger,['Porco Rosso (Crimson Pig) (Kurenai no buta) (1992)'],['Perfect'],1
595,595,Joy,"['Vampire in Brooklyn (1995)', 'Circle of Friends (1995)']","['Dislike', 'Perfect']",2
596,596,Anger,"['Save the Last Dance (2001)', 'My Left Foot (1989)']","['Like', 'Perfect']",2
597,597,Anger,"['Event Horizon (1997)', 'City Slickers (1991)', 'King of Kong, The (2007)']","['Like', 'Like', 'Perfect']",3
598,598,Anger,"['The Hunger Games: Mockingjay - Part 1 (2014)', 'Over the Hedge (2006)', 'Wonder Woman (2017)', 'Shine (1996)']","['Like', 'Like', 'Dislike', 'Perfect']",4
599,599,Anger,"['Mighty Aphrodite (1995)', 'Austin Powers: International Man of Mystery (1997)', 'Kramer vs. Kramer (1979)']","['Like', 'Like', 'Perfect']",3
600,600,Anger,"['Focus (2015)', 'Henry V (1989)']","['Like', 'Perfect']",2
601,601,Joy,['Blazing Saddles (1974)'],['Perfect'],1
602,602,Sadness,['Edge of Tomorrow (2014)'],['Perfect'],1
603,603,Fear,"['Adventures of Priscilla, Queen of the Desert, The (1994)', 'Looper (2012)', ""Dante's Peak (1997)"", 'FLCL (2000)']","['Like', 'Like', 'Dislike', 'Perfect']",4
604,604,Joy,"[""Things to Do in Denver When You're Dead (1995)"", 'Spawn (1997)', 'English Patient, The (1996)', 'Kramer vs. Kramer (1979)']","['Like', 'Dislike', 'Like', 'Perfect']",4
605,605,Fear,"['Rudy (1993)', 'Planet Terror (2007)']","['Like', 'Perfect']",2
606,606,Sadness,['Witness for the Prosecution (1957)'],['Perfect'],1
607,607,Fear,"['Science of Sleep, The (La science des rêves) (2006)']",['Perfect'],1
608,608,Anger,"['Mad Max (1979)', 'Point Break (1991)', 'Breaking Away (1979)']","['Like', 'Like', 'Perfect']",3
609,609,Fear,['American Gangster (2007)'],['Perfect'],1
610,610,Disgust,['Magnolia (1999)'],['Perfect'],1
